Índice;Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
4946;9/16/2005;Chocolate: Deep Dark Secrets;$1.000.000;$49.000;$1.549.000
4947;7/1/2011;The Perfect Host;$1.000.000;$48.764;$51.587
4948;9/25/1998;The Last Big Thing;$1.000.000;$22.434;$22.434
4949;8/7/1998;Safe Men;$1.000.000;$21.210;$21.210
4950;8/31/2001;Speedway Junky;$1.000.000;$17.127;$17.127
4951;2/13/2015;Hits;$1.000.000;$15.156;$15.156
4952;9/22/2000;The Specials;$1.000.000;$12.996;$12.996
4953;9/3/2010;16 to Life;$1.000.000;$11.574;$11.574
4954;1/17/2007;Alone with Her;$1.000.000;$10.787;$844.377
4955;10/17/2014;Camp X,Ray;$1.000.000;$9.837;$9.837
4956;11/21/2008;Special;$1.000.000;$7.202;$26.822
4957;4/10/2015;The Sisterhood of Night;$1.000.000;$6.870;$6.870
4958;3/19/1999;Sparkler;$1.000.000;$5.494;$5.494
4959;3/18/2005;The Helix…Loaded;$1.000.000;$3.700;$3.700
4960;5/15/2015;Childless;$1.000.000;$1.036;$1.036
4961;4/21/2006;In Her Line of Fire;$1.000.000;$884;$884
4962;12/13/2002;The Jimmy Show;$1.000.000;$703;$703
4963;12/31/2013;Heli;$1.000.000;$0;$552.614
4964;12/31/2015;Karachi se Lahore;$1.000.000;$0;$17.721
4965;12/31/2006;Loving Annabelle;$1.000.000;$0;$5.382
4966;12/11/2015;American Hero;$1.000.000;$0;$26
4967;12/1/2009;Frat Party;$1.000.000;$0;$0
4968;9/15/2006;Jimmy and Judy;$1.000.000;$0;$0
4969;10/24/2003;The Party's Over;$1.000.000;$0;$0
4970;7/17/2009;The Poker House;$1.000.000;$0;$0
4971;9/23/2005;Proud;$1.000.000;$0;$0
4972;12/31/2008;Steppin: The Movie;$1.000.000;$0;$0
4973;1/29/2010;Zombies of Mass Destruction;$1.000.000;$0;$0
4974;3/20/2012;Snow White: A Deadly Summer;$1.000.000;$0;$0
4975;10/9/2012;Truth or Die;$1.000.000;$0;$0
4976;5/14/2013;Black Rock;$1.000.000;$0;$0
4977;1/7/2014;Hidden Away;$1.000.000;$0;$0
4978;10/4/2013;My Last Day Without You;$1.000.000;$0;$0
4979;10/8/2013;Zombie Hunter;$1.000.000;$0;$0
4980;12/31/2014;Doc Holliday's Revenge;$1.000.000;$0;$0
4981;6/24/2014;A Fine Step;$1.000.000;$0;$0
4982;2/10/2015;Fear Clinic;$1.000.000;$0;$0
4983;3/10/2015;The Pet;$1.000.000;$0;$0
4984;12/31/2014;Bang Bang Baby;$1.000.000;$0;$0
4985;3/1/2016;1982;$1.000.000;$0;$0
4986;10/27/2015;The Horror Network;$1.000.000;$0;$0
4987;12/31/2016;Chemical Cut;$1.000.000;$0;$0
4988;12/22/2015;Por amor en el caserio;$1.000.000;$0;$0
4989;6/1/2007;And Then Came Love;$989.000;$8.158;$8.158
4990;4/14/2006;Hard Candy;$950.000;$1.024.640;$8.267.066
4991;9/27/2002;Charly;$950.000;$814.666;$814.666
4992;1/10/2014;Banshee Chapter;$950.000;$0;$78.122
4993;12/31/2010;Trance;$950.000;$0;$0
4994;8/12/2014;Jesse;$950.000;$0;$0
4995;3/3/2015;Ask Me Anything;$950.000;$0;$0
4996;4/13/2012;L!fe Happens;$930.000;$30.905;$30.905
4997;11/21/2014;Food Chains;$913.000;$0;$0
4998;7/28/1954;On the Waterfront;$910.000;$9.600.000;$9.600.000
4999;7/12/2013;Fruitvale Station;$900.000;$16.098.998;$17.549.645
5000;4/1/2016;Meet the Blacks;;$9.097.072;$9.097.072
5001;1/25/2008;4 luni, 3 saptamani si 2 zile;;$1.196.321;$11.993.156
5002;8/26/2011;Circumstance;;$454.121;$958.978
5003;8/25/2006;The Quiet;;$381.420;$381.420
5004;4/27/2012;The Giant Mechanical Man;;$7.396;$7.396
5005;4/5/2013;The Brass Teapot;;$6.997;$413.733
5006;12/31/2014;40 Weeks;;$0;$0
5007;5/5/2015;Le bonheur d'Elza;;$0;$0
5008;8/13/1942;Bambi;;$102.797.000;$268.000.000
5009;8/31/2012;For a Good Time, Call;;$1.251.749;$1.386.088
5010;1/30/2004;Latter Days;;$833.118;$865.708
5011;3/21/2008;The Hammer;;$442.638;$442.638
5012;8/28/2015;Windsor Drive;;$3.256;$3.256
5013;12/31/2012;Snitch;;$0;$0
5014;12/31/2008;Harrison Montgomery;;$0;$0
5015;8/3/2012;Celeste and Jesse Forever;;$3.103.407;$3.787.689
5016;10/25/2002;Time Changer;;$1.500.711;$1.500.711
5017;8/11/2009;London to Brighton;;$0;$610.776
5018;12/31/2009;Crying With Laughter;;$0;$16.909
5019;1/1/1971;Billy Jack;;$98.000.000;$98.000.000
5020;12/30/2011;Jodaeiye Nader az Simin;;$7.098.492;$24.426.169
5021;5/10/1996;Welcome to the Dollhouse;;$4.198.137;$5.034.794
5022;3/28/2003;Raising Victor Vargas;;$2.073.984;$2.900.578
5023;10/1/1993;Ruby in Paradise;;$1.001.437;$1.001.437
5024;8/9/2002;Pandora's Box;;$881.950;$881.950
5025;7/18/2007;Cama adentro;;$200.433;$200.433
5026;3/10/2000;Deterrence;;$144.583;$371.647
5027;5/7/2004;The Mudge Boy;;$62.544;$62.544
5028;4/11/2003;The Young Unknowns;;$58.163;$58.163
5029;6/19/2009;Dod sno;;$46.742;$2.194.020
5030;9/19/2014;Not Cool;;$35.688;$35.688
5031;2/3/2012;Kill List;;$29.063;$462.206
5032;1/9/2015;Vessel;;$0;$0
5033;8/6/2004;Saints and Soldiers;;$1.310.470;$1.310.470
5034;8/11/1973;American Graffiti;;$115.000.000;$140.000.000
5035;9/8/2006;Iraq for Sale: The War Profiteers;;$0;$0
5036;9/9/2011;Kevin Hart: Laugh at My Pain;;$7.706.436;$7.712.436
5037;4/13/2007;Aqua Teen Hunger Force Colon Movie Film for Theaters;;$5.520.368;$5.520.368
5038;6/8/2012;Safety Not Guaranteed;;$4.010.957;$4.422.318
5039;2/3/2012;The Innkeepers;;$78.396;$1.011.535
5040;8/29/2014;Il conformista;;$59.656;$59.656
5041;11/15/2002;Interview with the Assassin;;$47.329;$47.329
5042;7/1/2005;Undead;;$41.196;$229.250
5043;1/23/2009;Donkey Punch;;$19.367;$814.801
5044;10/11/2013;All the Boys Love Mandy Lane;;$0;$1.960.521
5045;12/31/2014;Destiny;;$0;$450
5046;4/7/2009;Bled;;$0;$0
5047;1/5/2016;Adulterers;;$0;$0
5048;6/25/1968;La mariée était en noir;;$44.566;$44.566
5049;1/1/1952;High Noon;;$8.000.000;$8.000.000
5050;10/14/1994;Hoop Dreams;;$7.768.371;$11.768.371
5051;6/24/2005;Rize;;$3.278.611;$4.857.731
5052;8/11/2006;Half Nelson;;$2.697.938;$4.911.725
5053;9/7/2001;L.I.E.;;$1.140.965;$1.140.965
5054;10/8/1999;Naturally Native;;$10.508;$10.508
5055;1/26/2010;B,Girl;;$0;$1.160
5056;3/13/2015;Walter;;$0;$0
5057;4/7/1933;King Kong;;$10.000.000;$10.000.650
5058;4/10/1953;House of Wax;;$23.800.000;$23.800.000
5059;6/19/1998;Hav Plenty;;$2.301.777;$2.301.777
5060;10/11/2013;Escape from Tomorrow;;$171.962;$171.962
5061;12/31/2012;After;;$0;$0
5062;12/31/2014;The Hadza: Last of the First;;$0;$0
5063;12/31/2009;Starsuckers;;$0;$14.812
5064;12/31/2013;Treachery;;$0;$0
5065;9/6/1935;Top Hat;;$1.782.000;$3.202.000
5066;7/14/1999;The Blair Witch Project;;$140.539.099;$248.300.000
5067;3/26/1970;Woodstock;;$34.505.110;$34.505.110
5068;8/10/1977;The Kentucky Fried Movie;;$15.000.000;$20.000.000
5069;5/10/1967;Per qualche dollaro in più;;$4.300.000;$4.300.000
5070;10/31/2000;Mercy Streets;;$173.599;$173.599
5071;5/2/2014;Water & Power;;$42.557;$42.557
5072;10/19/2007;Arnolds Park;;$23.616;$23.616
5073;7/2/1999;Broken Vessels;;$15.030;$85.343
5074;5/22/2015;Drunk Wedding;;$3.301;$3.301
5075;3/4/2016;They Will Have to Kill Us First;;$0;$7.943
5076;8/23/2002;Crop Circles: Quest for Truth;;$0;$0
5077;8/8/2014;The Maid's Room;;$0;$0
5078;12/31/2014;Light from the Darkroom;;$0;$0
5079;2/24/2015;Irreplaceable;;$0;$0
5080;8/11/1964;A Hard Day's Night;;$1.537.860;$1.597.233
5081;7/29/2011;The Harvest/La Cosecha;;$3.709;$3.709
5082;12/31/2015;Julija in alfa Romeo;;$0;$8.462
5083;12/31/1931;Mata Hari;;$900.000;$900.000
5084;5/9/1980;Friday the 13th;;$39.754.601;$59.754.601
5085;4/27/1984;Love Letters;;$5.269.990;$5.269.990
5086;9/12/2014;Faith Connections;;$9.111;$9.111
5087;3/6/2012;High Road;;$0;$0
5088;9/26/2008;Fireproof;;$33.456.317;$33.473.297
5089;11/15/1974;Benji;;$31.559.560;$31.559.560
5090;8/6/2004;Open Water;;$30.500.882;$55.518.641
5091;1/1/1977;Kingdom of the Spiders;;$17.000.000;$17.000.000
5092;5/13/2005;Mad Hot Ballroom;;$8.117.961;$9.387.581
5093;10/3/2003;The Station Agent;;$5.801.558;$9.470.209
5094;1/22/2010;To Save a Life;;$3.777.210;$3.824.868
5095;6/16/2006;Wordplay;;$3.121.270;$3.177.636
5096;10/22/1999;Beyond the Mat;;$2.047.570;$2.047.570
5097;2/1/2002;The Singles Ward;;$1.250.798;$1.250.798
5098;7/8/2011;Sholem Aleichem: Laughing in the Darkness;;$1.131.261;$1.131.261
5099;1/30/2004;Osama;;$1.127.331;$1.971.479
5100;6/9/2000;Groove;;$1.115.313;$1.167.524
5101;1/31/2003;The R.M.;;$1.111.615;$1.111.615
5102;7/30/1999;Twin Falls Idaho;;$985.341;$1.027.228
5103;8/20/2004;Mean Creek;;$603.951;$1.348.750
5104;8/23/2013;Drinking Buddies;;$343.706;$407.100
5105;2/13/1998;Hurricane Streets;;$334.041;$367.582
5106;7/12/2002;Never Again;;$307.631;$308.793
5107;11/19/1956;Shichinin no samurai;;$271.736;$271.736
5108;8/29/2003;Civil Brand;;$254.293;$254.293
5109;10/29/2010;Monsters;;$237.301;$5.639.730
5110;3/24/2006;Lonesome Jim;;$154.187;$602.789
5111;4/17/2013;Deceptive Practice: The Mysteries and Mentors of Ricky Jay;;$152.449;$152.449
5112;9/28/2012;The Other Dream Team;;$134.109;$314.444
5113;12/11/2015;O Menino e o Mundo;;$129.479;$270.394
5114;4/1/2011;Rubber;;$100.370;$680.914
5115;1/1/1991;Johnny Suede;;$55.000;$55.000
5116;10/5/2007;Finishing the Game;;$52.850;$53.201
5117;4/18/2008;Kiss the Bride;;$32.033;$32.033
5118;7/11/2003;The Journey;;$19.800;$19.800
5119;4/23/2009;Home;;$15.433;$44.793.168
5120;1/10/2003;The Slaughter Rule;;$13.134;$13.134
5121;5/14/2010;The Living Wake;;$12.232;$12.232
5122;2/27/2009;Scott Walker: 30 Century Man;;$6.840;$77.121
5123;10/21/2005;The Californians;;$4.134;$4.134
5124;9/10/2014;Born to Fly: Elizabeth Streb vs. Gravity;;$1.822;$1.822
5125;6/28/2013;Detention of the Dead;;$1.778;$1.778
5126;12/31/2006;Fengkuang de Shitou;;$0;$3.000.000
5127;1/8/2013;Now is Good;;$0;$2.141.436
5128;11/2/2001;Everything Put Together;;$0;$7.890
5129;12/31/2010;Drones;;$0;$0
5130;4/3/2012;Enter Nowhere;;$0;$0
5131;7/17/2012;Girls Gone Dead;;$0;$0
5132;12/31/2005;Insomnia Manica;;$0;$0
5133;12/31/2014;America Is Still The Place;;$0;$0
5134;7/24/2015;The Outrageous Sophie Tucker;;$0;$0
5135;3/10/2015;Subconscious;;$0;$0
5136;4/14/2015;Roadside;;$0;$0
5137;12/31/2014;Diamond Rufff;;$0;$0
5138;2/10/2015;Love in the Time of Monsters;;$0;$0
5139;12/31/2012;El rey de Najayo;;$0;$0
5140;12/31/2014;Fight to the Finish;;$0;$0
5141;12/31/2013;Bucky and the Squirrels;;$0;$0
5142;12/31/1990;Going Under;;$0;$0
5143;6/23/2015;Crossroads;;$0;$0
5144;8/11/2015;Alleluia! The Devil's Carnival;;$0;$0
5145;12/1/2015;Brooklyn Bizarre;;$0;$0
5146;12/31/2016;Crabs!;;$0;$0
5147;12/31/2014;The Sound and the Shadow;;$0;$0
5148;12/31/2015;Rodeo Girl;;$0;$0
5149;11/10/2015;The Little Ponderosa Zoo;;$0;$0
5150;12/31/1984;The Toxic Avenger;;$0;$0
5151;9/25/2009;Paranormal Activity;;$107.918.810;$194.183.034
5152;1/1/1991;Straight out of Brooklyn;;$2.712.293;$2.712.293
5153;3/31/2006;Brick;;$2.075.743;$4.243.996
5154;8/22/1997;Sunday;;$410.919;$450.349
5155;8/11/2006;Conversations with Other Women;;$379.418;$1.297.745
5156;11/20/2015;Siakh lokhamim: ha'slilim ha'gnouzim;;$41.260;$42.503
5157;5/9/2008;Poultrygeist: Night of the Chicken Dead;;$13.804;$22.623
5158;7/11/2014;As It Is in Heaven;;$13.486;$13.486
5159;7/1/2014;Mutual Friends;;$0;$0
5160;12/31/2014;Rise Of the Entrepreneur , The Search For A Better Way;;$0;$0
5161;3/9/1933;42nd Street;;$1.438.000;$2.281.000
5162;8/3/1990;Metropolitan;;$2.938.000;$2.938.000
5163;1/21/2005;Gory Gory Hallelujah;;$12.604;$12.604
5164;4/25/2014;Blue Ruin;;$258.384;$435.168
5165;6/11/2004;Napoleon Dynamite;;$44.540.956;$46.122.713
5166;5/10/1975;Monty Python and the Holy Grail;;$3.427.696;$5.028.948
5167;8/2/2006;Quinceanera;;$1.692.693;$2.797.199
5168;4/26/2002;Dogtown and Z,Boys;;$1.293.295;$1.600.566
5169;10/24/2008;Heroes;;$655.538;$655.538
5170;10/6/2004;Tarnation;;$592.014;$1.162.014
5171;10/15/2010;I Want Your Money;;$433.588;$433.588
5172;1/1/1983;E tu vivrai nel terrore , L'aldilà;;$126.387;$126.387
5173;5/16/1980;Home Movies;;$89.134;$89.134
5174;7/27/2001;Jackpot;;$44.452;$44.452
5175;12/10/2004;Fabled;;$31.425;$31.425
5176;10/13/2005;The Dark Hours;;$423;$423
5177;3/31/2015;Viskningar och rop;;$0;$9.400
5178;4/1/1986;My Beautiful Laundrette;;$0;$0
5179;11/4/2005;Show Me;;$0;$0
5180;12/31/2014;Pancakes;;$0;$0
5181;9/5/1916;Intolerance;;$0;$0
5182;2/1/1929;The Broadway Melody;;$2.800.000;$4.358.000
5183;4/15/1983;The Evil Dead;;$2.400.000;$29.400.000
5184;5/21/1999;Trekkies;;$617.172;$617.172
5185;1/1/1980;Maniac;;$10.000.000;$10.000.000
5186;1/1/1987;American Ninja 2: The Confrontation;;$4.000.000;$4.000.000
5187;7/8/2005;Murderball;;$1.531.154;$1.772.979
5188;9/1/2010;My Dog Tulip;;$246.574;$310.891
5189;10/18/2006;51 Birch Street;;$84.689;$84.689
5190;11/15/2002;Revolution#9;;$9.118;$9.118
5191;4/10/2009;Royal Kill;;$0;$0
5192;10/20/2015;Rotor DR1;;$0;$0
5193;4/13/1957;12 Angry Men;;$0;$0
5194;10/17/1978;Halloween;;$47.000.000;$70.000.000
5195;1/1/1934;It Happened One Night;;$2.500.000;$2.500.000
5196;6/25/2010;Kynodontas;;$110.248;$1.373.407
5197;11/24/1999;Tumbleweeds;;$1.350.248;$1.788.168
5198;11/14/2003;Tupac Resurrection;;$7.718.961;$7.808.524
5199;3/10/2000;God's Army;;$2.637.726;$2.652.515
5200;10/17/2003;Pieces of April;;$2.528.664;$3.571.253
5201;9/20/1996;When The Cat's Away;;$1.652.472;$2.525.984
5202;12/10/2008;Wendy and Lucy;;$865.695;$1.416.046
5203;9/11/1998;Let's Talk About Sex;;$373.615;$373.615
5204;8/25/2006;Old Joy;;$255.923;$399.908
5205;7/15/2005;First Morning;;$87.264;$87.264
5206;6/15/2007;Pierrot le fou;;$70.807;$70.807
5207;3/5/1997;The Watermelon Woman;;$42.735;$42.735
5208;3/11/2011;3 Backyards;;$39.475;$39.475
5209;4/12/2006;Sisters in Law;;$33.312;$33.312
5210;11/9/2012;Nothing But a Man;;$17.241;$17.241
5211;7/19/2002;Ayurveda: Art of Being;;$16.892;$2.066.892
5212;8/7/1998;First Love, Last Rites;;$10.876;$10.876
5213;5/6/2005;Fighting Tommy Riley;;$10.514;$10.514
5214;3/28/2014;Locker 13;;$3.496;$3.496
5215;10/23/2015;The Looking Glass;;$1.711;$1.711
5216;4/1/1975;Death Race 2000;;$0;$0
5217;7/3/2012;Some Guy Who Kills People;;$0;$0
5218;8/7/2013;Midnight Cabaret;;$0;$0
5219;10/31/2014;All You Need Is Love;;$0;$0
5220;3/10/2015;Teeth and Blood;;$0;$0
5221;12/31/2015;Walking to Paris;;$0;$0
5222;12/31/2010;Anderson's Cross;;$0;$0
5223;12/8/2015;Amidst the Devil's Wings;;$0;$0
5224;12/31/2010;Death Calls;;$0;$0
5225;8/17/2012;Compliance;;$319.285;$830.700
5226;5/1/1981;Graduation Day;;$23.894.000;$23.894.000
5227;4/4/1997;Chasing Amy;;$12.006.514;$15.155.095
5228;6/28/2002;Lovely and Amazing;;$4.210.379;$4.613.482
5229;4/11/2003;Better Luck Tomorrow;;$3.802.390;$3.809.226
5230;10/28/2011;Like Crazy;;$3.395.391;$3.731.489
5231;6/16/1995;The Incredibly True Adventure of Two Girls in Love;;$2.210.408;$2.477.155
5232;7/14/2000;Chuck&Buck;;$1.055.671;$1.157.672
5233;3/16/2001;American Desi;;$902.835;$1.366.235
5234;9/11/1998;Cube;;$489.220;$8.969.065
5235;3/28/1997;Love and Other Catastrophes;;$212.285;$743.216
5236;8/28/1998;I Married a Strange Person;;$203.134;$203.134
5237;7/22/2005;November;;$191.862;$191.862
5238;9/17/1999;Sugar Town;;$178.095;$178.095
5239;3/28/2008;Happy Valley;;$67.665;$67.665
5240;8/2/2013;The Canyons;;$59.671;$62.375
5241;6/28/2006;The Motel;;$51.540;$51.540
5242;7/15/2005;On the Outs;;$49.772;$237.816
5243;12/14/2007;Shotgun Stories;;$46.026;$284.174
5244;6/6/2014;Test;;$18.823;$18.823
5245;1/8/1999;Sticky Fingers of Time;;$18.195;$20.628
5246;8/15/2014;Night Lights;;$12.848;$12.848
5247;3/24/2015;Along the Roadside;;$0;$3.234
5248;10/21/2008;Sunday School Musical;;$0;$0
5249;10/5/2010;Rust;;$0;$0
5250;12/31/2010;The Christmas Bunny;;$0;$0
5251;11/10/2009;Ink;;$0;$0
5252;12/18/2012;The Frozen;;$0;$0
5253;4/11/2014;Jesus People;;$0;$0
5254;12/31/2010;Butterfly;;$0;$0
5255;2/3/2015;UnDivided;;$0;$0
5256;12/31/2014;Horse Camp;;$0;$0
5257;2/24/2015;Give Me Shelter;;$0;$0
5258;12/31/2011;Rock the House;;$0;$0
5259;12/31/2015;Shooting the Warwicks;;$0;$0
5260;8/18/2015;The Love Letter;;$0;$0
5261;10/9/2015;Western Religion;;$0;$0
5262;12/31/2015;4/11;;$0;$0
5263;1/1/1925;The Big Parade;;$11.000.000;$22.000.000
5264;10/31/2008;Little Big Top;;$7.484;$7.484
5265;10/9/2009;Bronson;;$104.979;$2.703.762
5266;7/20/2012;Burn;;$1.109.276;$1.109.276
5267;9/15/2000;Urbania;;$1.032.075;$1.032.075
5268;6/13/1953;The Beast from 20,000 Fathoms;;$5.000.000;$5.000.000
5269;7/25/1969;The Stewardesses;;$13.500.000;$25.000.000
5270;3/21/1980;Mad Max;;$8.750.000;$99.750.000
5271;12/24/1916;20,000 Leagues Under the Sea;;$8.000.000;$8.000.000
5272;10/18/1996;Swingers;;$4.505.922;$6.618.578
5273;1/18/1967;Per un pugno di dollari;;$3.500.000;$3.500.000
5274;2/25/2011;The Grace Card;;$2.430.735;$2.430.735
5275;2/9/1933;She Done Him Wrong;;$2.000.000;$2.000.000
5276;2/11/2000;Trois;;$1.161.843;$1.161.843
5277;6/19/2015;The Overnight;;$1.109.808;$1.165.996
5278;10/22/2004;Short Cut to Nirvana: Kumbh Mela;;$381.225;$439.651
5279;10/12/2012;Middle of Nowhere;;$236.806;$236.806
5280;10/10/2008;Call+Response;;$212.989;$212.989
5281;5/10/2002;The Business of Fancy Dancing;;$174.682;$174.682
5282;5/10/2002;Hybrid;;$162.605;$162.605
5283;6/13/2008;Baghead;;$140.016;$140.016
5284;9/10/2004;Malevolence;;$126.021;$346.106
5285;9/9/2005;Side Effects;;$44.701;$44.701
5286;10/10/2008;Good Dick;;$28.835;$52.443
5287;7/21/2006;The Case of the Grinning Cat;;$7.033;$7.033
5288;1/7/2005;Solitude;;$6.260;$6.260
5289;3/14/2014;The Word;;$3.648;$3.648
5290;6/15/2007;The Trials of Darryl Hunt;;$1.217;$1.217
5291;10/19/2007;The Man From Earth;;$0;$0
5292;12/31/2004;Samantha: An American Girl Holiday;;$0;$0
5293;1/17/2008;Yesterday Was a Lie;;$0;$0
5294;9/12/2014;Archaeology of a Woman;;$0;$0
5295;8/26/2014;"Sanctuary Quite a Conundrum";;$0;$0
5296;9/29/2015;Theresa Is a Mother;;$0;$0
5297;11/10/2015;Perfect Cowboy;;$0;$0
5298;12/31/2014;H.;;$0;$0
5299;9/23/2011;Weekend;;$484.592;$1.577.585
5300;1/22/1999;Bacheha,Ye aseman;;$933.933;$1.628.579
5301;2/27/2015;Butterfly Girl;;$17.503;$17.503
5302;6/16/2017;Arrowhead;;$0;$0
5303;8/8/1986;She's Gotta Have It;;$7.137.502;$7.137.502
5304;7/22/2011;Another Earth;;$1.321.194;$2.102.779
5305;8/23/2013;Sparrows Dance;;$2.602;$2.602
5306;9/4/2015;Heroes of Dirt;;$0;$0
5307;6/3/2016;The Fits;;$166.425;$169.242
5308;6/30/1979;Dolphin;;$14.000;$14.000
5309;12/31/2015;Lumea e a mea;;$0;$29.827
5310;9/11/2009;The Horse Boy;;$156.612;$156.612
5311;3/1/2002;The Calling;;$32.092;$32.092
5312;1/1/1971;Sweet Sweetback's Baad Asssss Song;;$15.200.000;$15.200.000
5313;5/16/2007;Once;;$9.445.857;$23.344.056
5314;7/19/2002;Tadpole;;$2.891.288;$3.270.128
5315;6/23/2000;Woman Chaser;;$110.719;$110.719
5316;4/17/2015;Antarctic Edge: 70º South;;$7.193;$7.193
5317;8/21/2015;Top Spin;;$5.858;$5.858
5318;12/31/2013;Speak No Evil;;$0;$32.927
5319;10/6/2009;A Charlie Brown Christmas;;$0;$0
5320;5/3/2013;Aroused;;$0;$0
5321;12/31/2015;Escaping the Holocost;;$0;$0
5322;10/18/1974;The Texas Chainsaw Massacre;;$26.572.439;$26.572.439
5323;12/20/1989;Roger & Me;;$6.706.368;$6.706.368
5324;4/27/2012;Sound of My Voice;;$408.015;$429.448
5325;11/16/1942;Cat People;;$4.000.000;$8.000.000
5326;7/18/2014;An American in Hollywood;;$0;$0
5327;8/11/2015;The Brain That Sings;;$0;$0
5328;12/31/2015;Romantic Schemer;;$0;$0
5329;6/15/2012;Your Sister's Sister;;$1.597.486;$3.090.593
5330;6/30/2006;The Blood of My Brother: A Story of Death in Iraq;;$0;$0
5331;12/31/2007;A Dog's Breakfast;;$0;$0
5332;12/31/2007;A Dog's Breakfast;;$0;$0
5333;5/24/2016;Une Femme Mariée;;$0;$0
5334;10/1/1968;Night of the Living Dead;;$12.084.195;$30.084.195
5335;2/8/1915;The Birth of a Nation;;$10.000.000;$11.000.000
5336;10/3/2003;The Work and the Story;;$16.137;$16.137
5337;7/10/2015;The Gallows;;$22.764.410;$41.753.881
5338;9/29/2006;Facing the Giants;;$10.178.331;$10.243.159
5339;1/1/1977;Eraserhead;;$7.000.000;$7.012.524
5340;3/1/1987;Hollywood Shuffle;;$5.228.617;$5.228.617
5341;9/17/1920;Over the Hill to the Poorhouse;;$3.000.000;$3.000.000
5342;10/9/1998;The Mighty;;$2.652.246;$6.121.582
5343;5/10/1980;Penitentiary;;$287.000;$287.000
5344;2/6/2004;The Lost Skeleton of Cadavra;;$110.536;$110.536
5345;3/21/2014;Cheap Thrills;;$59.424;$59.424
5346;6/19/2014;The Past is a Grotesque Animal;;$20.056;$20.056
5347;11/9/2001;Keeping it Real: The Adventures of Greg Walloch;;$1.358;$1.358
5348;5/18/2012;Indie Game: The Movie;;$0;$0
5349;12/31/2014;Dude, Where's My Dog;;$0;$0
5350;12/31/2013;Echo Dr.;;$0;$0
5351;3/17/2015;Closure;;$0;$0
5352;12/31/2015;Lunchtime Heroes;;$0;$0
5353;3/25/2015;Open Secret;;$0;$0
5354;11/10/2015;The Night Visitor;;$0;$0
5355;7/7/2015;Tiger Orange;;$0;$0
5356;8/30/1972;The Last House on the Left;;$3.100.000;$3.100.000
5357;7/17/2015;Dawn of the Crescent Moon;;$8.799;$8.799
5358;9/29/2015;Queen Crab;;$0;$0
5359;7/25/2014;Happy Christmas;;$30.312;$30.312
5360;1/28/2005;Peace, Propaganda and the Promised Land;;$4.930;$4.930
5361;12/31/2011;Absentia;;$0;$8.555
5362;7/10/1998;Pi;;$3.221.152;$4.678.513
5363;2/20/1998;I Love You … Don't Touch Me!;;$33.598;$33.598
5364;2/26/1999;20 Dates;;$541.636;$602.920
5365;5/7/2004;Super Size Me;;$11.529.368;$22.233.808
5366;1/25/2013;Supporting Characters;;$4.917;$4.917
5367;3/16/2012;The FP;;$0;$0
5368;12/31/2012;Hayride;;$0;$0
5369;12/22/2015;The Brain That Wouldn't Die;;$0;$0
5370;10/4/2013;The Dirties;;$0;$0
5371;8/9/1995;The Brothers McMullen;;$10.426.506;$10.426.506
5372;3/16/2001;Gabriela;;$2.335.352;$2.335.352
5373;11/12/2010;Tiny Furniture;;$391.674;$424.149
5374;2/22/2008;The Signal;;$251.150;$406.299
5375;7/31/2015;Counting;;$8.374;$8.374
5376;12/31/2009;Big Things;;$0;$0
5377;12/31/2005;The Call of Cthulhu;;$0;$0
5378;8/4/2015;Bending Steel;;$0;$0
5379;9/1/2015;Run, Hide, Die;;$0;$0
5380;12/31/2014;The Image Revolution;;$0;$0
5381;10/25/2013;A True Story;;$0;$0
5382;10/27/2000;George Washington;;$241.816;$342.722
5383;6/21/2013;This Is Martin Bonner;;$0;$0
5384;8/25/2000;Smiling Fish and Goat on Fire;;$277.233;$277.233
5385;3/12/2010;The Exploding Girl;;$25.572;$25.572
5386;2/11/2011;Raymond Did It;;$3.632;$3.632
5387;3/31/2012;Foreign Letters;;$0;$0
5388;7/1/1991;The Last Waltz;;$321.952;$321.952
5389;10/25/2013;Her Cry: La Llorona Investigation;;$0;$0
5390;12/31/2014;Happy 40th;;$0;$0
5391;7/18/2008;The Legend of God's Gun;;$243.768;$243.768
5392;9/1/2006;Mutual Appreciation;;$103.509;$103.509
5393;4/29/2005;Funny Ha Ha;;$77.070;$82.698
5394;10/15/2010;Down Terrace;;$9.812;$9.812
5395;12/31/2013;Paraphobia;;$0;$0
5396;10/19/1994;Clerks;;$3.073.428;$3.894.240
5397;12/24/1999;Pink Narcissus;;$8.231;$8.231
5398;1/27/2017;Emily;;$3.547;$3.547
5399;6/30/1972;Deep Throat;;$45.000.000;$45.000.000
5400;8/1/1997;In the Company of Men;;$2.883.661;$2.883.661
5401;1/14/2000;The Terrorist;;$195.043;$195.043
5402;9/1/2015;Backmask;;$0;$428.923
5403;6/13/2003;Manito;;$0;$0
5404;4/21/2015;Ten;;$0;$0
5405;12/1/2015;Dutch Kills;;$0;$0
5406;8/1/1991;Slacker;;$1.227.508;$1.227.508
